ID,Sehir,Yas Durumu,Koruma Karari,Oldurme Nedeni,Katil,Olum Sekli,Katilin Durumu,Yil
1290,Istanbul,Resit,Var,Barisma Talebi,Eski Sevgilisi,Atesli Silah,Bilinmiyor,2012.0
1291,Tekirdag,Resit,Var,Tespit Edilemeyen,Kocasi,Darp,Bilinmiyor,2012.0
1292,Ankara,Resit,Yok,Ayrilik Talebi,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1293,Canakkale,Resit,Yok,Ayrilik Talebi,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1294,Hatay,Resit,Tespit Edilemeyen,Tespit Edilemeyen,Eski Kayinpederi,Tespit Edilemeyen,Bilinmiyor,2012.0
1295,Canakkale,Resit,Yok,Kizini Korurken,Damadi,Atesli Silah,Bilinmiyor,2012.0
1296,Istanbul,Resit,Yok,Reddedilme,Tanimadigi Birisi,Bogulma,Bilinmiyor,2012.0
1297,Sakarya,Resit,Yok,Namus,Eski Kocasi,Atesli Silah,Bilinmiyor,2012.0
1298,Corum,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Bilinmiyor,2012.0
1299,Sakarya,Resit,Yok,Ayrilik Talebi,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1300,Diyarbakir,Resit,Yok,Ayrilik Talebi,Damadi,Atesli Silah,Bilinmiyor,2012.0
1301,Izmir,Resit,Yok,Reddedilme,Tanimadigi Birisi,Atesli Silah,Bilinmiyor,2012.0
1302,Istanbul,Resit Degil,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,Bilinmiyor,2012.0
1303,Istanbul,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1304,Konya,Resit,Yok,Reddedilme,Eski Sevgilisi,Atesli Silah,Bilinmiyor,2012.0
1305,Diyarbakir,Resit Degil,Yok,Tore,Akrabasi,Asma,Bilinmiyor,2009.0
1306,Tespit Edilemeyen,Resit,Yok,Aldatilma Suphesi,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1307,Konya,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Bogulma,Bilinmiyor,2012.0
1308,Adana,Resit,Yok,Siddetli Gecimsizlik,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1309,Kayseri,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1310,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1311,Istanbul,Resit,Yok,Reddedilme,Eski Kocasi,Kesici Alet,Bilinmiyor,2013.0
1312,Adiyaman,Resit,Var,Tespit Edilemeyen,Eski Kocasi,Kesici Alet,Bilinmiyor,2013.0
1313,Istanbul,Resit,Yok,Tespit Edilemeyen,Eski Sevgilisi,Kesici Alet,Bilinmiyor,2013.0
1314,Izmir,Resit,Yok,Bosanma Talebi,Kocasi,Tespit Edilemeyen,Bilinmiyor,2013.0
1315,Hatay,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Bilinmiyor,2013.0
1316,Van,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2013.0
1317,Istanbul,Resit,Var,Tespit Edilemeyen,Kocasi,Atesli Silah,Bilinmiyor,2013.0
1318,Kars,Resit,Yok,Kiskanclik,Eski Kocasi,Atesli Silah,Bilinmiyor,2013.0
1319,Samsun,Resit,Yok,Tespit Edilemeyen,Eski Sevgilisi,Atesli Silah,Tutuklu,2013.0
1320,Hatay,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Atesli Silah,Tespit Edilemeyen,2013.0
